freqVals,accVals,smoothed_accVals
238.0,521.5384615384615,522.748077204599
239.0,506.8888888888889,516.868683265205
240.0,534.7692307692307,517.5994524959743
241.0,496.36,515.8400925925927
242.0,515.6923076923077,516.9170156695156
243.0,519.7916666666666,519.1022008547009
244.0,528.0,517.087329059829
245.0,520.0,528.3699216524216
246.0,522.68,530.0253703703703
247.0,564.0555555555555,528.2329320987654
248.0,525.625,525.4662654320988
249.0,509.037037037037,526.6815432098765
250.0,511.4,524.7657407407407
251.0,527.2916666666666,518.2031481481481
252.0,511.18518518518516,516.0733404558404
253.0,524.68,519.9213342830009
254.0,512.8461538461538,523.4413342830009
255.0,532.125,524.0393898385565
256.0,532.52,524.4390811965812
257.0,530.88,510.87061965811967
258.0,513.5833333333334,511.1601495726496
259.0,443.2692307692308,511.43098290598294
260.0,514.5833333333334,509.8763675213675
261.0,533.75,513.5630341880342
262.0,523.1923076923077,518.0769230769232
263.0,553.0,533.2639353400224
264.0,540.6666666666666,533.869094070181
265.0,534.3913043478261,533.9974274035144
266.0,518.2142857142857,535.0764872325742
267.0,534.52,533.2014872325742
268.0,529.6666666666666,531.9044786855657
269.0,541.75,532.6992612942612
270.0,532.8846153846154,535.2981623931623
271.0,539.16,535.8920512820513
272.0,533.8076923076923,535.3065811965812
273.0,538.0833333333334,535.027735042735
274.0,526.1538461538462,536.6650213675214
275.0,540.0769230769231,533.5202991452992
276.0,542.7083333333334,540.1990170940171
277.0,520.2916666666666,539.0917948717948
278.0,573.88,542.8786538461538
279.0,531.44,542.256858974359
280.0,548.875,542.4400854700855
281.0,536.3461538461538,547.1016192865105
282.0,543.8076923076923,535.0307101956015
283.0,548.2608695652174,536.829171734063
284.0,501.45454545454544,534.6895112402359
285.0,542.2307692307693,536.9512633769881
286.0,536.0370370370371,537.1572277025176
287.0,549.9166666666666,537.0095827749814
288.0,545.0434782608696,544.9071585325572
289.0,547.375,545.3904361245303
290.0,548.84,545.0995410628019
291.0,545.1304347826087,541.7000966183575
292.0,534.2916666666666,542.019773318469
293.0,529.52,542.457273318469
294.0,546.9615384615385,530.9262476774433
295.0,550.0,535.3578418803419
296.0,479.65384615384613,536.7883974358974
297.0,571.72,538.5836752136753
298.0,542.875,538.020641025641
