freqVals,accVals,smoothed_accVals
152.0,124.33333333333333,126.69832189168574
153.0,129.0,125.52530601866987
154.0,116.84210526315789,122.34045753382138
155.0,114.42857142857143,118.14081985266198
156.0,113.0909090909091,115.63789587605378
157.0,111.15,111.09244133059923
158.0,109.3157894736842,108.76787992709045
159.0,101.72727272727273,106.72978468899521
160.0,102.89473684210526,104.53129984051037
161.0,102.2,103.80788714209767
162.0,99.9,101.1802555631503
163.0,106.80952380952381,102.59608047897522
164.0,93.55,100.47195767195768
165.0,110.22222222222223,95.54007361398665
166.0,90.15,93.10219482610786
167.0,72.6086956521739,91.94095840171354
168.0,85.27272727272727,91.22230760806276
169.0,99.84210526315789,85.39860390435905
170.0,89.23809523809524,83.57360390435905
171.0,75.28,85.22654059390901
172.0,79.2,82.77957089693932
173.0,82.52631578947368,77.09060890863522
174.0,70.5909090909091,73.63759303561936
175.0,65.70833333333333,72.63854541657173
176.0,68.52,70.06552954355585
177.0,69.28571428571429,68.4865821751348
178.0,63.76190476190476,67.2075417710944
179.0,73.05263157894737,66.52130439735703
180.0,62.916666666666664,64.72630439735703
181.0,61.59090909090909,62.85984477002784
182.0,57.75,61.323769733952794
183.0,58.08695652173913,58.97472002635046
184.0,54.54545454545455,56.40836200165911
185.0,58.958333333333336,54.64321048650759
186.0,47.51851851851852,53.96265493095203
187.0,51.0,52.848162177328845
188.0,53.666666666666664,51.93841250670962
189.0,51.4,49.661406333870104
190.0,49.08695652173913,49.832562338359445
191.0,45.2962962962963,48.832562338359445
192.0,48.54545454545455,48.28395122724833
193.0,45.0,46.53728456058167
194.0,50.375,45.73266835016835
195.0,40.92,44.49810044893379
196.0,44.25925925925926,43.79799595572584
197.0,37.888888888888886,42.65132928905917
198.0,44.3448275862069,40.67910706683695
199.0,38.12,40.60910706683695
200.0,38.541666666666664,39.80307667747323
201.0,40.5,40.078005452402
202.0,39.42307692307692,39.89386752136752
203.0,39.53846153846154,40.275102089268756
204.0,43.24,42.43482431149098
205.0,40.407407407407405,42.258157644824315
206.0,51.5,43.977499896775264
207.0,39.44,44.789271458546814
208.0,49.73913043478261,46.065060932231034
209.0,44.40909090909091,46.28049303099646
210.0,50.89473684210526,45.57594757645101
211.0,41.7,45.798068788572216
212.0,47.27272727272727,44.62726133515607
213.0,40.77272727272727,44.42750056960583
214.0,42.714285714285715,44.22282220703274
215.0,43.21052631578947,45.17633097896256
216.0,49.666666666666664,46.28877117035012
217.0,47.421052631578945,46.59937723095618
218.0,53.94736842105263,47.626162945241894
219.0,42.63636363636363,48.380930298407414
220.0,48.875,51.027394944872064
221.0,47.73913043478261,51.96912426818033
222.0,65.54545454545455,51.750623470732165
223.0,53.07142857142857,53.29122953133824
224.0,52.63636363636363,53.623657067570115
225.0,51.88,54.16046866177302
226.0,50.869565217391305,53.446371165066815
227.0,50.96,53.29344076213641
228.0,61.26086956521739,54.40738015607582
229.0,52.15384615384615,55.316269044964706
230.0,59.32,56.73800817539948
231.0,57.333333333333336,57.56518766257896
232.0,59.4,57.709209401709394
233.0,55.92307692307692,59.04356837606838
234.0,62.125,60.14356837606837
235.0,60.16,61.24893236074271
236.0,65.92,61.84893236074271
237.0,63.96551724137931,63.48818965517242
238.0,63.0,64.96735632183908
239.0,65.75862068965517,64.36568965517242
240.0,71.0,65.09697170645445
241.0,56.55,66.25863281138588
242.0,70.3076923076923,68.42529947805254
243.0,70.93548387096774,70.51219602977667
244.0,76.0,71.84552936311
245.0,78.28,74.64466729414448
246.0,79.0,75.70449635397355
247.0,73.34482758620689,76.99730032419689
248.0,76.66666666666667,79.9075567344533
249.0,78.6923076923077,81.02755673445328
250.0,93.46153846153847,82.44755673445329
251.0,85.0,83.94384891094568
252.0,87.52,85.62286125662472
253.0,82.3225806451613,88.7158099745734
254.0,86.74074074074075,88.55222023098366
255.0,97.25,90.2497510951812
256.0,92.48,91.18872545415557
257.0,95.18518518518519,95.40877153710488
