freqVals,accVals,smoothed_accVals
142.0,562.0555555555555,575.1334279649496
143.0,458.3478260869565,522.0998781814
144.0,443.8095238095238,482.3498781813999
145.0,432.22727272727275,452.4642360457578
146.0,411.25,425.24942123094297
147.0,407.0952380952381,407.7450216450216
148.0,398.76666666666665,393.0962121212121
149.0,353.32142857142856,379.58132183908043
150.0,355.9166666666667,366.94632183908044
151.0,351.13793103448273,352.9736586997506
152.0,335.44,339.59896734172594
153.0,323.25925925925924,333.2120625798212
154.0,318.51851851851853,327.53459344401875
155.0,315.0,320.06288698955365
156.0,321.85185185185185,314.4382716049383
157.0,306.3076923076923,312.05478395061726
158.0,301.6923076923077,306.9251543209877
159.0,308.9583333333333,301.66233380816715
160.0,287.74074074074076,296.3675807217474
161.0,283.4230769230769,295.01471136887807
162.0,290.0833333333333,291.7812711979379
163.0,298.1904761904762,284.70488230904897
164.0,282.2916666666667,282.0942460317461
165.0,266.5,282.1070665445666
166.0,272.0769230769231,277.78548534798534
167.0,283.5,271.79861111111114
168.0,264.15384615384613,268.25
169.0,262.2692307692308,267.93939393939394
170.0,261.0,264.96503496503493
171.0,264.6363636363636,260.58624708624706
172.0,254.23076923076923,259.3592171717172
173.0,257.22727272727275,257.7636207391642
174.0,256.7916666666667,256.85782363771494
175.0,252.69565217391303,254.07227585216717
176.0,255.56521739130434,252.10432713421847
177.0,247.92307692307693,248.68183296172427
178.0,242.42307692307693,246.02322185061314
179.0,236.69230769230768,242.6957413600892
180.0,240.84,238.52461538461537
181.0,232.73076923076923,235.31307692307692
182.0,230.53846153846155,234.02461538461534
183.0,228.65384615384616,233.16256410256412
184.0,234.69230769230768,230.80286713286714
185.0,231.52,229.20885003885004
186.0,226.6818181818182,228.7729526029526
187.0,223.16666666666666,228.01120046620045
188.0,227.92307692307693,226.1691491841492
189.0,224.08333333333334,224.05581585081583
190.0,223.64,222.33724121557455
191.0,218.84,221.71224121557455
192.0,216.37037037037038,219.8404463437797
193.0,219.41666666666666,218.15322412155743
194.0,216.69230769230768,216.9840574548908
195.0,213.96,215.95739078822416
196.0,216.625,215.6956623931624
197.0,212.68,214.85538461538462
198.0,214.8,213.4707692307692
199.0,214.375,212.87487179487178
200.0,208.3846153846154,212.16403846153847
201.0,210.3846153846154,212.33916666666664
202.0,212.36,211.66096153846152
203.0,213.73076923076923,211.4251282051282
204.0,210.73076923076923,211.64769230769232
205.0,212.96,211.95025641025643
206.0,209.72,212.51846153846154
207.0,212.2,211.81000000000003
208.0,215.76923076923077,211.76459401709403
209.0,209.48,211.21356837606837
210.0,210.45833333333334,211.95254273504273
211.0,209.65384615384616,211.6592094017094
212.0,214.15384615384616,210.81767094017096
213.0,210.44,210.86267094017094
214.0,210.72,210.4182264957265
215.0,209.75,210.43888176638177
216.0,207.79166666666666,210.35263468013466
217.0,209.77777777777777,210.90596801346797
218.0,213.63636363636363,211.52955775705777
219.0,213.76,211.77955775705777
220.0,214.46153846153845,204.09205775705777
221.0,211.25,203.0110392385392
222.0,161.66666666666666,202.85559591642925
223.0,203.29166666666666,202.66074743158075
224.0,212.7037037037037,201.45715768799104
225.0,212.5909090909091,202.42937991021324
226.0,207.24,212.20493546576878
227.0,217.08333333333334,214.54093973927309
228.0,220.32,214.79032245532247
229.0,217.30769230769232,215.35850427350428
230.0,214.2,217.70739316239317
231.0,216.0,218.05582311408398
232.0,221.33333333333334,217.015823114084
233.0,219.17391304347825,216.82873859366612
234.0,214.08,217.0754052603328
235.0,216.1851851851852,217.0689950039225
236.0,215.68,216.58010611503366
237.0,215.96153846153845,216.7108428300095
238.0,218.4,217.60028727445396
239.0,219.95833333333334,216.74891025641026
240.0,219.41666666666666,217.93418803418805
241.0,211.07692307692307,218.05393162393162
242.0,222.79166666666666,218.24088814567077
243.0,216.68,219.00116592344853
244.0,219.52173913043478,219.78588814567078
245.0,224.52,224.40640096618358
246.0,224.125,224.53727703455965
247.0,238.8,225.650610367893
248.0,223.57692307692307,225.51032051282053
249.0,223.36,226.13198717948717
250.0,218.68,226.93691142191142
251.0,228.25,225.47024475524475
252.0,228.95454545454547,226.7004797979798
253.0,230.0,225.95529461279463
254.0,230.95833333333334,225.77251683501686
255.0,218.88888888888889,225.4641835016835
256.0,217.58333333333334,225.78657407407408
257.0,226.4,226.33144586894585
258.0,230.88888888888889,227.6783903133903
259.0,233.26923076923077,231.88630277130278
260.0,239.04,234.9108754208754
261.0,244.13636363636363,233.61581369248037
262.0,235.73076923076923,232.2143322109989
263.0,218.62962962962962,231.2976655443322
264.0,222.48,230.81273800810035
265.0,227.76923076923077,226.96949791486023
266.0,236.1304347826087,225.78770304306533
267.0,221.07692307692307,227.1427647714604
268.0,228.64,228.376867335563
269.0,226.76,228.72782887402454
270.0,229.8846153846154,228.93336247086245
271.0,229.875,229.82054195804196
272.0,237.36363636363637,228.70746503496503
273.0,226.4,229.1941317016317
274.0,221.96153846153845,230.0266958041958
275.0,229.68,230.56836247086247
276.0,234.88,225.7544230769231
277.0,233.125,226.25442307692308
278.0,208.48,227.51083333333335
279.0,229.4,228.0175
280.0,229.5,226.6486111111111
281.0,232.72,226.87777777777777
282.0,226.66666666666666,230.9777777777778
283.0,234.5,231.91111111111113
284.0,233.08,231.90802469135804
285.0,235.0,232.24956315289649
286.0,229.4814814814815,233.25383665716996
287.0,234.76923076923077,232.07526522859857
288.0,232.69230769230768,233.7213521851203
289.0,227.42857142857142,231.77073490116967
290.0,242.95652173913044,233.4468982439997
291.0,223.2962962962963,234.7423042269057
292.0,239.53846153846155,234.32388930849075
293.0,242.54166666666666,233.61912740372884
294.0,230.1818181818182,235.5222071138738
295.0,223.2,223.16032439782438
296.0,254.375,223.71425896900033
297.0,149.125,222.72543046658487
298.0,242.86206896551724,223.48300622416068
